Produktnummer;Lieferantenproduktnummer;Produktname;Lieferantennummer;Standardlieferant;EK (netto);Mindestabnahme;Abnahmeintervall
102520;00-068145800B;Zwölfkantschraube für Abgasturbolader, M10x46, Golf & T3 Bus, OE 068145800B;70007;yes;12.94;1;1
101445;40-171511453;Spannbügel passend für Stabilisatorschelle, Golf 1 &Co,  OE Ref.171511453;70007;no;3.52;;1
102523;40-255853675B NOT;Zahlenstreifen 0-9, T3 Edition, OE Ref. 255853675B;70007;yes;12.64;1;1
SW10905;00-325941599;Steckergehäuse, 2-polig OE Ref. 325941599;70007;yes;1.11;2;1
101296;70-171837529B;Dichtung für Ausstellfenster der Fahrertür, Golf 1 &Co, OE Ref. 171837529B;70007;no;63.86;1;1
SW11115;00-191853750 QN2;"Folienschriftzug ""MATCH"" Golf 2 OE Ref. 191853750 QN2";70007;yes;6.76;;1
102383;00-411837447;Dichtung unter Fensterkurbel Golf &Co, Polo, Passat OE Ref. 411837447;70007;yes;1.09;20;1
103114;40-291611767;Clip, Halter für Bremsleitung, Hinterachse, T3, OE Ref. 291611767;70007;no;0.88;;10
SW10840;50-111115161;Dichtmutter für Ölpumpe, T3 1,6-2,1L Benziner, OE Ref. 111115161;70007;no;1.38;;1
103067;00-321837199-SP;Halteclip für Zugstange in der Tür Golf 2 &Co und Passat 321837199;70007;yes;0.48;30;1
103574;00-027121145A;Alu Kühlwasserflansch Golf 2 und Scirocco 16V OE Ref. 027121145A;70007;yes;28.23;2;1
SW11216;00-167853753 QS2;Zierleiste, Tür hinten links, schwarz/rot, Golf 2 &Co, 4-Türer bis 07/87, OE Ref. 167853753 QS2;70007;no;16.17;;1
101666;00-027121031A;Keilriemenscheibe für Wasserpumpe, Golf & Co mit Servolenkung, OE Ref. 027121031A;70007;yes;120.33;1;1
SW10535;40-N10087403;Schraube für Querlenker M12X1,5X74 Golf 2 &Co OE Ref. N10087403;70007;yes;3.22;20;1
103755;00-191857502;Außenspiegel rechts, plan, Golf 2 bis Bj 08/87, OE Ref. 191857502;70007;yes;12.35;2;1
101616;50-533941141;Einstellschraube für Haupt- bzw. Nebelscheinwerfer Scirocco und Passat 32B OE Ref. 533941141;70007;yes;2.18;100;1
SW11343;00-N 0139461;Linsenblechschraube, 6.3x32 mm, Golf &Co, OE Ref. N0139461;70007;yes;0.46;20;1
101576;40-049103223B-SP;Schlauch Kurbelgehäuseentlüftung K-Jetronic Golf &Co und Passat OE Ref. 049103223B;70007;yes;13.36;20;1
101982;00-823253149-SP;Anschlagpuffer Abgasanlage Golf &Co, OE Ref. 823253149;70007;yes;0.29;1;1
SW11103;00-171803208B;Reparaturblech - Bodenblech vorne rechts, klein, Golf 1 & Co OE Ref. 171803208B;70007;yes;52.64;;1
101752;70-251201217E;Kraftstoffrohr von Filter zur Einspritzpumpe, T3 Diesel, OE Ref. 251201217E;70007;no;25.88;1;1
102069;00-867837184;Sicherungsstange für Türschloss Rechts Polo  Bj. 81-90 OE Ref. 867837184;70007;yes;0.74;1;1
SW11206;00-191853517A 01C;Zierleiste Kotflügel, schwarz, vorne links, Golf 2 &Co, bis Bj. 07/87, OE Ref. 191853517A 01C;70007;yes;7.94;2;1
101092;40-171853679 GX2-sp;Schriftzug GTI im Kühlergrill, Golf 1 &Co, OE Ref. 171853679 GX2;70007;yes;17.64;30;1
102264;00-171919061B;Leuchtdiode, Rot, für Tachoeinheit Golf & Co, Passat, T3, OE Ref. 171919061B;70007;no;2.91;1;1
103450;00-N90047001;Sicherungsscheibe, Golf &Co, OE Ref. N90047001;70007;yes;0.58;1;1
SW10997;00-N90030301;Linsenblechschraube 4,2x35 u.a. Verdeckdichtung hinten, OE Ref.  N 90030301;70007;yes;0.41;;1
102830;40-037903285A;Stiftschraube mit Sechskant für Lichtmaschine, Golf 2 G60, OE Ref. 037903285A;70007;yes;10.88;1;1
101060;50-171721555K;Gaszug, Einspritzer mit K-Jetronic, OE Ref.171721555K;70007;no;18.52;;1
102053;30-191837206A;Türgriff aussen rechts, Original VW, incl. 2 Schüsseln, Golf &Co OE Ref. 191837206A;70007;yes;52.64;2;1
103054;40-001301209-SP;Führungsbuchse, Schaltwelle in Getriebe, 5-Gang, Golf &Co bis 1,3L, Polo 86C, OE Ref. 001301209;70007;no;4.78;20;1
100131;40-171412359  01C;Abdeckkappe für Domlager, Golf 1 &Co, OE Ref. 171412359 01C;70007;no;1.53;;1
102773;00-147941333;Schalter für Leuchtweitenregulierung, Caddy 14D, OE Ref. 147941333;70007;yes;27.06;1;1
102191;00-155871365C;Dachrahmendichtung, Verdeck oben links, Golf 1 Cabrio, OE Ref. 155871365C;70007;yes;25.29;1;1
SW11093;50-070298054B;1 Satz Befestigungsteile für Abgaskrümmer an Wärmetauscher und Abgasrohr T3 1,6L LBX Ref. 070298054B;70007;yes;12.35;;1
101639;40-255853993;Halter für Multivan-Beplankung an den Türen T3, OE Ref. 255853993;70007;yes;3.88;1;1
103132;40-N 0403112;Sechskantschraube M10x135mm für Hinterachsträger, Golf 2 Country  OE Ref. N0403112;70007;yes;10.88;1;1
SW11171;00-N 90556902;Schraube M10x75 für Fahrschemel-Lager, Passat 32b, OE Ref. N 90556902;70007;yes;1.56;;1
103007;40-191957087;Blinddeckel, für Schalter im Amaturenbrett, Golf 2 & Co, OE Ref. 191957087;70007;no;3.23;1;1
101539;40-173845217;Dichtung Dreiecksscheibe ohne Nut für Keder, Golf 1, Jetta 1, 4-Türer, OE Ref. 173845217;70007;yes;25.88;1;1
103243;40-N 90226801-SP;Zylinderschraube (M12x1,5x20)  für Schwungrad T3 1,9-2,1L Benziner OE Ref. N90226801;70007;no;1.55;100;1
101143;00-323853601 041;VW Zeichen, Emblem Kühlergrill, schwarz, Golf 1 Cabrio und Golf 2 &Co ab 07/87, OE Ref. 323853601;70007;yes;33.13;2;1
100581;191943021;Kennzeichenleuchte für Golf 2 &Co OE Ref. 191943021;70007;no;5.74;;1
101400;41-068115304B;Öleinfüllrohr, T3 Bus, NUR Diesel, OE Ref. 068115304B;70007;yes;72.93;2;1
103244;00-068109136A;Distanzschraube für Zahnriemen und Zahnriemenschutz Golf &Co und T3 OE Ref. 068109136A;70007;yes;4.40;2;1
103554;00-030129220A;Original Pulldowndose für Vergaser ab Bj. 1985 Golf 2 & Co und Passat OE Ref. 030129220A;70007;yes;36.46;1;1
102764;40-026133357;Ansaugschlauch Passat 32b 1,8 Liter 90 PS KE-Jetronic OE Ref. 026133357;70007;yes;58.73;5;1
101661;00-068121031;Keilriemenscheibe, Wasserpumpe, Golf 1 &Co, T3 Diesel o.Servo OE Ref. 068121031;70007;yes;19.40;10;1
SW10761;00-070251151B;Abgasrohr links, passend für T3 1,6L MKB CZ/CT Bj. 06/80-12/82 OE Ref. 070251151B;70007;yes;54.70;;1
101171;00-171723589A;Dichtung für Gaszug an Spritzwand  Golf 1 &Co OE Rref. 171723589;70007;no;2.17;;1
101652;00-811412113B;Federteller Vorne Passat ab Bj. 08/1978 OE Ref. 811412113B;70007;yes;16.80;1;1
SW11209;00-193853516D 2BC;Zierleiste Tür, vorne rechts, Golf 2, Jetta 2 ab 10/89, OE Ref. 193853516D 2BC;70007;yes;38.23;2;1
103040;00-N 0195512;Schraube für Federbein unten Golf 2 &Co OE Ref. N0195512;70007;yes;2.44;1;1
101626;40-251711246A;Rastbolzen, für 5-Gang Schalthebel, T3 Bus, OE Ref. 251711246A;70007;yes;8.82;1;1
100869;40-311721173A;Pedalgummi für Brems- oder Kupplungspedal mit VW Emblem, T3 OE Ref. 311721173A;70007;yes;3.01;30;1
103696;00-N 90359001;Dichtring Vakuumpumpe, OE Ref.  N 90359001;70007;yes;2.09;1;1
102119;00-251837890 01C;Entlüftungsblende für Tür Rechts T3 OE Ref. 251837890 01C;70007;yes;24.68;1;1
101882;00-034133555A;Einsatz für Einspritzventil, K-Jetronik, OE Ref. 034133555A;70007;yes;2.44;16;1
103030;40-357853601  WM7;VW-Zeichen in Chrom, Heckklappe bzw. Heckabschlussblech, Polo & Corrado, OE Ref. 357853601;70007;yes;14.41;2;1
SW11251;00-048133505;Hohlschraube mit Filter, M12x1,5 Golf &Co ,T3 OE Ref. 048133505;70007;yes;7.94;2;1
SW10565;027129711B;Ansaugkrümmer, Saugstutzen für Golf &Co und Passat OE Ref. 027129711B;70007;yes;222.05;;1
101822;40-171411333A-SP;Schelle für Stabilisator, vorne außen, Golf 1 &CO OE Ref. 171411333A;70007;yes;9.32;30;10
102990;40-191853508  6BX;Zierstreifen für Kotflügel rechts in satinschwarz Golf 2 &Co OE Ref. 191853508 6BX;70007;yes;7.06;2;1
103381;00-861819297;Dichtung, O-Ring, T3 Zusatzheizung im Fahrgastraum , Polo vorn, OE Ref. 861819297;70007;yes;1.88;1;1
102237;00-171512131B;Anschlagpuffer Stoßdämpfer hinten Golf 1 &Co OE Ref. 171512131B;70007;yes;4.94;1;1
101610;40-191853750J YG9;"Folienschriftzug ""10 Millionen"" Golf 2 OE Ref. 191853750J YG9";70007;yes;21.17;1;1
101910;40-171512333-wechsel VH;Lagerring für Stoßdämpfer Hinten Unten Golf1 & CO OE Ref. 171512333;70007;yes;8.23;;1
102776;00-171199329F;Motorlager, Drehmomentstütze Vorne Golf 1 &Co ab 1,5L Hubraum OE Ref. 171199329F;70007;yes;52.93;2;1
101133;40-171853687K GX2-SP;"Schriftzug, Emblem "" GOLF GTI"" für Heckklappe Golf 1 & Co OE Ref. 171853687K GX2";70007;yes;15.08;30;1
102690;70-037133074;Dichtung zwischen Drosselklappenstutzen und Saugstutzen, Golf 2 & Co, OE Ref. 037133074;70007;no;7.62;1;1
SW10943;00-025145515B;Halter für Servopumpe, T3 Benziner, OE Ref. 025145515B;70007;yes;11.76;;1
102649;171809126A;Reparaturblech Kotflügelkante, rechts, Golf 1 &Co, OE Ref. 171809126A;70007;yes;8.86;20;1
101631;40-251837355-SP;Führung, Tülle für Türknopf, T3 Bus, OE Ref. 251837355;70007;yes;1.99;30;1
102549;41-171857501F 01C;Linker Aussenspiegel, innen verstellbar, Golf 1 &Co, OE Ref. 171857501F 01C;70007;yes;119.41;1;1
101498;40-155853901D BYP;Schriftzug Sportline Schwarz / Rot / Silber, LINKS, für roten Golf 1 Cabrio, OE Ref. 155853901D BYP;70007;yes;30.92;2;1
101156;41-251853685A;"Schriftzug """" Volkswagen mit VW Zeichen"""" in Chrom T3 OE Ref. 251853685A";70007;yes;25.88;2;1
103020;40-867819415;Wasserabweiser, Abdeckung Wasserkasten, Polo 2, OE Ref. 867819415;70007;yes;19.40;2;1
101850;40-251609426D;Original Bremsträgerblech für Trommelbremse hinten rechts T3 OE Ref. 251609426D;70007;yes;90.29;;1
SW11158;40-251953515A 90V;Verkleidung für Lenksäule, Oberteil, sattelbraun, T3 Bus, OE Ref. 251953515A 90V;70007;yes;14.70;;1
103034;321853685C 01C;"Schriftzug ""Volkswagen"", hinten, in satinschwarz, OE Ref. 321853685C 01C";70007;yes;17.35;1;1
SW10393;40-253711115;Schalthebelmanschette, Faltenbalg für T3 mit Luftkanal, OE Ref. 253711115;70007;yes;6.17;2;1
101911;40-171512335-wechsel VH november;Lagerring für Stoßdämpfer Hinten Oben Golf 1 & CO OE Ref. 171512335;70007;yes;7.35;;1
103001;40-193853754A 6BX;Zierstreifen für Tür rechts hinten 4-türig in satinschwarz Golf 2 &Co OE Ref. 193853754A 6BX;70007;yes;7.73;2;1
102615;70-068121405B;Ausgleichsbehälter für Kühlwasser T3 Diesel bis Bj. 07/1982 OE Ref. 068121405B;70007;yes;60.29;2;1
102627;50-191511437B;Gummilager für Stabilisator hinten, Golf 2 Rally, G60, Country, OE Ref. 191511437B;70007;yes;4.59;;1
SW10916;00-251711329C;Lagerbock für Handbremshebel, T3, OE Ref. 251711329C;70007;yes;31.76;;1
SW10516;00-191133370;Winkelschlauch für Aktivkohleanlage, Golf 2, MKB PN, OE Ref. 191133370;70007;yes;4.05;2;1
103344;40-191837993;Blende links innen Außenspiegel Golf 2 & Co ab Bj. 08/87 OE Ref. 191837993;70007;yes;6.17;1;1
102079;321845321C;Dichtung für Seitenscheibe Links Passat 32 B Schrägheck  OE Ref. 321845321C;70007;yes;32.35;1;1
102070;00-867837183;Sicherungsstange für Türschloss Links Polo  Bj. 81-90 OE Ref. 867837183;70007;yes;0.62;1;1
102550;41-171857502F 01C;Rechter Aussenspiegel, innen verstellbar, Golf 1 &Co, OE Ref. 171857502F 01C;70007;yes;119.41;2;1
SW11043;00-171407255B;Achsschenkel, links, Golf 1 &Co, OE Ref. 171407255B;70007;yes;134.41;;1
103568;40-321419779A;Isolierbuchse für Hupenknopf Golf 1 bis Bj. 07/79 OE Ref. 321419779;70007;no;2.17;;1
103473;00-531837912C;Türdichtung für Scirocco 1, rechts, OE Ref. 531837912C;70007;yes;37.35;1;1
101880;00-N 0128582;Klemmscheibe für Gaspedal Golf 1 &Co OE Ref. N  0128582;70007;yes;0.85;25;1
SW11128;00-191853750E 90E;"Folien-Schriftzug ""Bistro"", in Alpinweiss, Golf 2, OE Ref. 191853750E 90E";70007;yes;7.64;;1
102495;40-251611751;Tülle Gummihalter Dichtung für Bremsleitung T3 OE Ref. 251611751;70007;yes;1.29;2;1
100824;00-321845121F;Dichtung für Frontscheibe mit Nut für Keder  Passat 32B  OE Ref. 321845121F;70007;yes;30.29;1;1
102407;66-ZCP902561;Schlüsselanhänger GTI-Tacho ZCP902561;70007;yes;7.35;2;1
102060;00-863827505;Heckklappenschloß Polo 1 bis Bj. 07/1981 Komplett mit zwei Schlüsseln OE Ref. 863827505;70007;yes;35.29;1;1
SW11241;00-161898524 4AT;Dekorfolienset seitlich in Schwarz, Golf 1 &Co GTI OE Ref. 161898524 4AT;70007;yes;32.05;;1
102080;321845321D;Dichtung für Seitenscheibe Links mit Nut für Zierleiste Passat 32 B Schrägheck  OE Ref. 321845321D;70007;yes;32.35;1;1
102711;357 422 837 A;Schelle für Lenkmanschette innen, Golf 2 & Co, OE Ref. 357422837A;70007;no;0.54;;1
102073;00-867837479A;Fensterschachtdichtung, beidseitig, innen, Polo Bj. 81-90, OE Ref. 867837479;70007;yes;16.17;1;1
SW11456;00-171819839C;Zug Steuerklappe, Heizung, Golf 1 & Co bis Bj. 07/1980, OE Ref. 171819839C;70007;yes;7.35;;1
SW10674;00-533803207;Bodenblech links Scirocco 2 (53b), Golf 1 Cabrio,  OE Ref. 533803207;70007;yes;148.23;;1
101603;40-191857520A 01C;Knopf, Außenspiegel Verstellung, Golf & Co, Passat, OE Ref. 191857520A;70007;yes;2.53;;1
102380;00-N 9009360101C;Druckknopf, Abdeckung für Innenraumteppich Golf 2 &Co OE Ref. N90093601 01C;70007;yes;0.23;;1
SW10602;251721551;Außenhülle für Gaszug T3, bis 85, OE Ref. 251721551;70007;yes;17.93;;1
101547;40-191121109C;Kühlwasserschlauch zw. Wasserrohr und Kühlwasserbehälter, Golf 2, 1.3L, OE Ref. 191121109C;70007;yes;8.82;1;1
103163;40-193199074A;Abdeckblech für Rohrrahmen, , Rechts hinten, Golf Country, OE Ref. 193199074A;70007;yes;99.11;1;1
SW11121;00-051133723E;Kraftstoffrohr Vorlauf, Golf 2 & Co MKB PL , OE Ref. 051133723E;70007;yes;52.93;;1
100120;40-171807269B-SP;Clip für Stoßstange vorne, Golf 1 & Co, OE Ref. 171807269B;70007;yes;0.85;100;1
102209;00-855411327;Gummilager Stabilisator vorne Innen Passat 32B bis Bj. 04/85 mit Servo OE Ref. 855411327;70007;yes;4.70;1;1
SW10861;00-070129707B;Dichtung zw. Vergaser und Ansaugkrümmer, T3 1,6L, OE Ref. 070129707B;70007;yes;9.70;;1
103565;00-171827037;Reparaturblech Heckklappe unten außen Golf 1 OE Ref. 171827037;70007;yes;24.41;1;1
100218;00-191953141A;Blinkerglas in Weiß, Golf &Co mit schmalen Stoßstangen, OE Ref. 191953141A;70007;yes;16.46;1;1
SW11222;00-027133783B;Unterdruckschlauch, Winkelstück, Golf 2 & Co, OE Ref. 027133783B;70007;yes;14.99;2;1
101856;40-155871414A 01C-SP;Verdeckblende rechts, schwarz, Golf 1 Cabrio, OE Ref. 155871414A;70007;yes;2.82;20;1
102381;00-191971848C;Clip Halter für Kabelbaum Golf 2 &Co OE Ref. 191971848C;70007;no;1.46;;1
101165;40-026121063A-sp;Kühlwasserschlauch zwischen Wasserrohr und Stutzen, Golf 1 &Co GTI, OE Ref. 026121063A;70007;yes;11.59;10;1
102081;00-321845322D;Dichtung für Seitenscheibe Rechts mit Nut für Zierleiste Passat 32 B Schrägheck  OE Ref. 321845322D;70007;yes;32.35;1;1
SW11368;00-025109301;Stößelstange 272mm, T3 1,6L-2,1L Benziner mit Hydrostößel OE Ref. 025109301;70007;yes;20.58;2;1
103246;00-068130173A;Bügel zur Aufnahme der Einspritzpumpe Golf &Co T3 Diesel OE Ref. 068130173A;70007;yes;3.05;1;1
SW11107;00-049133394D;Winkelschlauch, Unterdruckschlauch, 3,5mm, Golf &Co K-Jetronic, OE Ref. 049133394D;70007;yes;6.47;;1
101556;40-161837184;Türschloss, Sicherungsstange rechts, Golf 1 & Co, OE Ref. 161837184;70007;yes;2.93;3;1
103356;40-191511437A;Gummilager für Stabilisator, hinten, Golf 2 Syncro, OE Ref. 191511437A;70007;yes;7.35;1;1
SW10903;40-357837219A ROH;Schlüsselrohling AH Profil, Golf & Co und Passat ab 08/1987, und T4 OE Ref. 357837219A ROH;70007;yes;7.73;;1
100902;00-155853687N;"Schriftzug "" Fashion Line"", Rechts, Golf 1 Cabrio, OE Ref. 155853687N";70007;yes;14.99;2;1
102257;00-171419855;Kontermutter M22X1,5 Lenkgetriebe Golf 1 &Co OE Ref. 171419855;70007;yes;3.23;;1
103538;00-147599175A;Federspannplatte ab Bj. 08/87 für Hinterachse, passend für Caddy 14D OE Ref. 147599175A;70007;yes;24.41;1;1
100354;00-068103601AC;Ölwanne für Passat, TD, OE Ref. 068103601AC;70007;yes;26.47;1;1
101386;40-191853601J XZ1-SP;"Emblem ""VW"" hinten in schwarz, Golf 2 ab Bj. 1988, OE Ref. 191853601J XZ1";70007;yes;16.17;10;1
101579;40-253265593A;T-Stück , z.B. Wärmetauscher Golf 1 &Co T3 OE Ref. 253265593A;70007;yes;2.17;2;1
100273;40-161837219;Schlüsselrohling, Profil HV, bis BJ 87, Golf 1 &Co, OE Ref. 161837219;70007;yes;15.88;;1
SW11213;00-191853219A;Zierleiste Blende Außenspiegel links, mit Chromleiste, Golf 2 &Co, ab 10/87, OE Ref. 191853219A;70007;yes;23.82;;1
102154;00-811711511;Sicherungsring für Schalthebelaufnahme Passat Bj. 1977-1988 OE Ref. 811711511;70007;yes;1.38;1;1
102261;00-1H0419667;Druckfeder, Mantelrohr, Lenkung, Oben, Golf 1 ab 08/91, Golf 2 ab 08/87, OE Ref.1H0419667;70007;yes;0.79;;1
103715;50-067115427A-wechsel Inter;Dichtring Öltemperatur Regler, Ölkühler, OE Ref. 067115427A;70007;no;2.00;1;1
101464;50-191723555;Gaszug für Automatik, Golf 2 &Co, OE Ref. 191723555;70007;yes;24.12;2;1
SW11333;50-N90119601;Schlauch, Einfüllstutzen - Tank, Golf 1 &Co mit Vergaser, OE Ref. N90119601;70007;yes;27.06;;1
101499;40-155853902C BYP;Schriftzug Sportline Schwarz/ Rot/Silber, Rechts, für roten Golf 1 Cabrio, OE Ref. 155853902C BYP;70007;yes;23.52;2;1
103382;00-025121093A;Halter für Kühlwasserschlauch T3 1,9-2,1L ab Bj. 08/85 OE Ref. 025121093A;70007;yes;3.88;1;1
SW11100;171803208A;Bodenblech Reparaturstück, rechts außen, Golf 1 &Co, OE Ref. 171803208A;70007;yes;41.17;;1
102159;00-861955407A;Wischerarm vorne beidseitig verwendbar  Polo 1 OE Ref. 861955407A;70007;yes;22.05;1;1
102996;00-191853931B-SP;Steinschlagschutzecke für Radlauf, hinten links, ab BJ 08/87, Golf 2 &Co, OE Ref. 191853931B;70007;yes;12.10;20;1
SW11203;00-167853516 QS2;Zierleiste Fahrertür, schwarz/rot, Jetta und Golf 2, 4-Türer bis Bj. 07/87, OE Ref. 167853516 QS2;70007;yes;25.88;;1
103488;00-N 10231601;Schraube für Rotor vom ABS vorne Golf 2 &CO OE Ref. N10231601;70007;yes;0.15;;1
101612;40-701853601A  01C;VW-Zeichen in schwarz für Heckklappe T3 ab Bj. 08/1988 OE Ref. 701853601A;70007;yes;17.64;1;1
101141;40-165853601A 01C-SP;VW Zeichen, Emblem Kühlergrill schwarz, Jetta 2 bis Bj. 07/87 Polo bis 07/90, OE Ref. 165853601A;70007;yes;10.58;2;1
SW11265;00-155821511 GRU;Schweller Blende, Karmann Verbreiterung, links, Golf 1 Cabrio OE Ref. 155821511 GRU;70007;yes;154.70;;1
SW10587;211255899A;Klemme für Zug, Heizklappenzug;70007;yes;2.70;;1
101939;00-N 0241332;Schelle 9x53mm, Heizschlauch Ansaugvorwärmung, Golf &Co und T3, OE Ref. N0241332;70007;yes;1.41;;1
102980;40-191505119;Stütze für Hinterachskörper passend für Golf 2 syncro OE Ref. 191505119;70007;yes;8.23;1;1
SW11112;00-N90701604;Doppelsechskantschraube, 5-Gang-Getriebe Befestigung, Golf & Co, OE Ref. N 90701604;70007;yes;1.23;2;1
103245;00-068109123G;Zahnriemenschutz, Abdeckung Zahnriemen Oben Golf &Co, T3 Diesel / Turbodiesel OE Ref. 068109123G;70007;yes;24.70;1;1
101780;00-533711173;Umlenkwelle für Schaltgestänge Scirocco 16V OE Ref. 533711173;70007;yes;14.11;2;1
102995;40-191853937 6BX;Zierstreifen für Abschlussblech, hinten, satinschwarz, Golf 2 &Co, OE Ref. 191853937 6BX;70007;yes;12.43;2;1
102716;00-191711211;Schaltstangenführung für 4-Gang Getriebe, Golf 2 & Co, OE Ref. 191711211;70007;yes;19.39;5;1
103449;41-191813305G;Heckabschlussblech, Golf 2 ab 08/87, OE Ref. 191813305G;70007;yes;89.99;2;1
SW11162;00-251957081 01C;Abdeckung Tacho am Armaturenbrett, schwarz, T3, OE Ref. 251957081 01C;70007;yes;66.47;;1
103307;40-191853653F 01C;Doppelscheinwerfer Kühlergrill, Golf 2 ab 08/87, OE Ref. 191853653F 01C;70007;yes;57.64;2;1
101130;40-255853689;"Schriftzug, Emblem ""BUS""  T3 OE  Ref. 255853689";70007;yes;12.35;;1
102835;00-311867169 90X;Abdeckkappe für Schraube in Hermelin (Weiß), Golf 1 & Co und T3, OE Ref. 311867169 90X;70007;yes;0.74;10;1
102152;00-811711155D;Schaltstange für Passat 32 B OE Ref. 811711155D;70007;yes;33.52;1;1
101566;40-191711341;Bolzen für Handbremshebel, Golf &Co, OE Ref. 191711341;70007;yes;3.70;2;1
SW11258;00-068105255J;Keilriemenscheibe Kurbelwelle, Golf 2 & Co mit Servolenkung, OE Ref. 068105255J;70007;yes;34.99;;1
SW10568;191853687F 01C;"Schriftzug, Emblem ""Golf"" für Golf 2 bis Bj. 07/87, Golf 1 Cabrio bis Bj.92, OE Ref. 191853687F 01C";70007;yes;13.23;;1
100159;40-133955435 Preis etc anpassen-wechsel MyBus;Abdeckkappe für Scheibenwischer Golf 1 & Co, Passat, T3, OE Ref. 133955435;70007;yes;1.24;;1
101743;40-155853977 4VJ-SP;Keder 240 mm,Radlaufverbreiterungen, flashsilber, Golf 1 Cabrio, OE Ref.155853977 4VJ;70007;yes;7.03;30;1
102537;00-155871385B;Verdeckverschluss Unterteil, links, Golf 1 Cabrio, OE Ref. 155871385B;70007;yes;44.11;2;1
103099;00-027919369B;Thermoschalter für Lambda Regelung, Golf & Co, OE Ref. 027919369B;70007;yes;12.64;2;1
102469;323853750C 4AT;"Folienschriftzug ""Trend""  Passat 32B OE Ref. 323853750C 4AT";70007;yes;6.47;1;1
SW10723;00-025251252E;Rechtes Abgasrohr, Zylinder 2, T3 1,9L bis Bj. 12/85 OE Ref. 025251252E;70007;yes;65.88;;1
102067;00-867845118C;Dichtung für Dreiecksscheibe feststehenend, rechts, Polo ab Bj. 10/90, OE Ref. 867845118C;70007;yes;20.29;1;1
101684;00-535121687;Dichtring oben für den Wasserkühler Golf 2 G60 OE Ref. 535121687;70007;yes;2.58;;1
101554;40-035145541-SP;Spezialschraube Servopumpe Golf & Co, Passat OE Ref. 035145541;70007;yes;11.09;20;1
SW10955;40-245827401;Aufsteller, Stützfeder, Haltefeder, Laderaumklappe, T3 Pritsche, OE Ref. 245827401;70007;yes;22.85;;1
102153;00-811711451A;Schaltfinger für Passat Bj. 1973-1988 OE Ref. 811711451A;70007;yes;20.58;1;1
SW11268;00-155871197B 01C;Blende Verdeckgestell, links, Golf 1 Cabrio, OE Ref. 155871197B 01C;70007;yes;23.53;;1
103124;00-171819831F;Zug Absperrklappen, Heizung, Golf 1 & Co, OE Ref. 171819831F;70007;yes;11.47;2;1
102115;30-171837914D;Abdeckung Türkante, Oben, Innen Rechts, Golf 1 &Co, OE Ref. 171837914D;70007;yes;14.70;1;1
