ordernumber;propertyValueName
SW11374;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11316;
SW11317;
SW11375;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11376;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11377;T3 Bus (1979-1992), T3 Syncro (1984-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11378;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11381;T3 Pritsche (1979-1992)
SW11391;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11415;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11419;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11421;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11423;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11424;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11426;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11427;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11428;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11432;T3 Bus (1979-1992)
SW11433;T3 Bus (1979-1992)
SW11434;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11437;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11439;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11440;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11441;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11445;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11447;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11448;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11449;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11450;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11455;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11456;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11466;T3 Syncro (1984-1992)
SW11467;T3 Syncro (1984-1992)
SW11472;T3 Syncro (1984-1992)
SW11474;T3 Syncro (1984-1992)
SW11476;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11477;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11479;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11483;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11484;Polo 86C (1981-1994)
SW11491;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11496;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
AT_SW10546;Caddy (14D), Jetta 2 (1983-1992), Golf 1 (1974-1983), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11507;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11508;T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11511;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11512;T3 Syncro (1984-1992)
SW11513;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11514;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11515;T3 Syncro (1984-1992)
SW11516;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11517;T3 Syncro (1984-1992)
SW11519;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11506;
SW11521;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11522;Golf 2 (1983-1992)
SW11523;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992)
SW11524;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11525;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 (1983-1992)
SW11526;Passat 32B (1980-1988)
SW11527;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992)
SW11528;T3 Pritsche (1979-1992)
SW11529;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11530;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11531;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11532;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11534;Golf 2 (1983-1992)
SW11537;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11538;Polo 1 (1975-1981)
SW11540;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11541;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11543;Polo 1 (1975-1981)
SW11544;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11545;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11546;Polo 86C (1981-1994)
SW11557;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11564;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992)
SW11565;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992)
SW11572;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11573;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11574;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11577;Polo 86C (1981-1994)
SW11588;Scirocco 2 (1981-1992), Passat 32B (1980-1988)
SW11590;Passat 32B (1980-1988)
SW11591;Passat 32B (1980-1988)
SW11592;Passat 32B (1980-1988)
SW11593;Passat 32B (1980-1988)
SW11595;Passat 32B (1980-1988)
SW11596;Passat 32B (1980-1988)
SW11597;Passat 32B (1980-1988)
SW11598;Passat 32B (1980-1988)
SW11599;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11601;Scirocco 2 (1981-1992), Passat 32B (1980-1988)
SW11602;Passat 32B (1980-1988)
SW11605;Scirocco 2 (1981-1992), Passat 32B (1980-1988)
SW11542;
SW11547;
SW11580;
SW11581;
SW11585;
SW11606;Scirocco 2 (1981-1992)
SW11607;Passat 32B (1980-1988)
SW11608;Passat 32B (1980-1988)
SW11609;Passat 32B (1980-1988)
SW11610;Polo 86C (1981-1994)
SW11611;Polo 86C (1981-1994)
SW11613;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11614;Scirocco 2 (1981-1992), Golf 1 Cabrio (1979-1993)
SW11615;Caddy (14D), Golf 1 (1974-1983)
SW11616;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11619;T3 Syncro (1984-1992)
SW11620;Golf 2 Syncro (1986-1991)
SW11621;Passat 32B (1980-1988)
SW11622;T3 Syncro (1984-1992)
SW11623;Golf 2 Syncro (1986-1991)
SW11625;T3 Syncro (1984-1992)
SW11632;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993)
SW11638;Golf 1 Cabrio (1979-1993)
SW11639;Golf 1 Cabrio (1979-1993)
SW11640;Golf 1 Cabrio (1979-1993)
SW11643;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11645;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11646;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11648;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11649;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11650;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11651;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11652;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992)
SW11653;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11654;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11655;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11656;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11657;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11659;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11660;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11661;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11662;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11663;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11664;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11669;T3 Bus (1979-1992)
SW11671;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11689;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11696;Polo 86C (1981-1994)
SW11698;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11704;Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11705;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11706;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11710;Jetta 2 (1983-1992), Golf 2 (1983-1992), T3 Syncro (1984-1992)
SW11711;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11712;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11715;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11718;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 (1983-1992)
SW11728;T3 Bus (1979-1992)
SW11730;T3 Bus (1979-1992)
SW11731;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11738;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11739;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11747;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11749;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11750;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11757;Golf 1 Cabrio (1979-1993)
SW11758;Golf 1 Cabrio (1979-1993)
SW11761;Passat 32B (1980-1988)
SW11762;Passat 32B (1980-1988)
SW11763;Passat 32B (1980-1988)
SW11764;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11766;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11768;Caddy (14D)
SW11769;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11770;Scirocco 2 (1981-1992)
SW11771;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11772;Scirocco 2 (1981-1992)
SW11773;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11775;Scirocco 2 (1981-1992)
SW11776;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11777;Scirocco 2 (1981-1992)
SW11778;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11779;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11780;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11782;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11783;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11784;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11787;Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11788;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11790;Passat 1 (1973-1980), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11792;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993)
SW11793;Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11794;Golf 2 (1983-1992)
SW11795;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11796;Scirocco 2 (1981-1992)
SW11797;T3 Syncro (1984-1992)
SW11798;T3 Pritsche (1979-1992)
SW11799;T3 Pritsche (1979-1992)
SW11801;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11802;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11803;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11804;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11805;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11806;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11814;T3 Syncro (1984-1992)
SW11817;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11832;Passat 32B (1980-1988)
SW11833;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11834;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11838;Golf 1 Cabrio (1979-1993)
SW11839;Golf 1 Cabrio (1979-1993)
SW11840;Golf 1 Cabrio (1979-1993)
SW11841;Golf 1 Cabrio (1979-1993)
SW11842;Golf 1 Cabrio (1979-1993)
SW11843;Golf 1 Cabrio (1979-1993)
SW11844;Golf 1 Cabrio (1979-1993)
SW11845;Golf 1 Cabrio (1979-1993)
SW11846;Golf 1 Cabrio (1979-1993)
SW11847;Golf 1 Cabrio (1979-1993)
SW11848;Golf 1 Cabrio (1979-1993)
SW11849;Golf 1 Cabrio (1979-1993)
SW11850;Golf 1 Cabrio (1979-1993)
SW11851;Golf 1 Cabrio (1979-1993)
SW11853;Golf 1 Cabrio (1979-1993)
SW11854;Golf 1 Cabrio (1979-1993)
SW11856;Golf 1 Cabrio (1979-1993)
SW11857;Golf 1 Cabrio (1979-1993)
SW11863;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11864;Golf 1 Cabrio (1979-1993)
SW11866;Golf 1 Cabrio (1979-1993)
SW11867;Golf 1 Cabrio (1979-1993)
SW11869;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11870;Passat 1 (1973-1980)
SW11871;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11872;Golf 1 (1974-1983), Jetta 1(1979-1984)
SW11873;Passat 1 (1973-1980), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11874;Passat 1 (1973-1980), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11875;Scirocco 1 (1974-1981), Golf 1 (1974-1983)
SW11877;Golf 1 Cabrio (1979-1993)
SW11878;Golf 1 Cabrio (1979-1993)
SW11879;Golf 1 (1974-1983)
SW11880;Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991)
SW11881;Passat 32B (1980-1988)
SW11882;Caddy (14D), Golf 1 (1974-1983), Jetta 1(1979-1984)
SW11884;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11885;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11886;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11887;T3 Syncro (1984-1992)
SW11888;Passat 32B (1980-1988)
SW11889;Passat 32B (1980-1988)
SW11890;Golf 1 (1974-1983)
SW11891;Passat 32B (1980-1988)
SW11892;Passat 32B (1980-1988)
SW11893;Passat 32B (1980-1988)
SW11894;Passat 32B (1980-1988)
SW11895;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11900;Passat 32B (1980-1988)
SW11901;Passat 32B (1980-1988)
SW11902;Passat 32B (1980-1988)
SW11903;Passat 32B (1980-1988)
SW11904;Passat 32B (1980-1988)
SW11906;Passat 32B (1980-1988)
SW11907;Passat 1 (1973-1980), Passat 32B (1980-1988)
SW11909;Passat 32B (1980-1988)
SW11914;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11918;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11943;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11945;T4 (1990-2003), T4 Syncro (1990-2003)
SW11951;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11964;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11967;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11968;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11973;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11979;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11982;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11983;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11985;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11986;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11987;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11988;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11990;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11991;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11992;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11993;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11994;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11995;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11996;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW11999;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12000;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12001;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12002;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12005;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12006;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12007;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12008;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12009;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12013;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12014;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12015;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12018;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12019;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12033;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12035;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12036;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12037;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12039;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12042;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12043;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12044;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12045;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12046;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12047;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12048;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12049;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12053;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12054;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12055;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12056;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12057;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12058;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12059;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12060;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12061;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12062;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12068;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12069;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12070;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12072;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12073;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12074;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12076;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12077;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12080;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12081;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12085;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12086;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12087;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12088;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12089;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12091;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12092;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12093;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12094;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12095;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12096;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12097;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12104;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12106;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12107;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12111;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12114;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12116;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12117;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12118;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12119;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12121;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12123;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12124;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12126;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12128;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12129;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12130;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12131;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12134;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12136;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12138;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12140;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12141;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW12142;T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
