Title;URL handle;Description;Vendor;Product category;Type;Tags;Published on online store;Status;SKU;Barcode;Option1 name;Option1 value;Option2 name;Option2 value;Option3 name;Option3 value;Price;Compare-at price;Cost per item;Charge tax;Tax code;Unit price total measure;Unit price total measure unit;Unit price base measure;Unit price base measure unit;Inventory tracker;Inventory quantity;Continue selling when out of stock;Weight value (grams);Weight unit for display;Requires shipping;Fulfillment service;Product image URL;Image position;Image alt text;Variant image URL;Gift card;SEO title;SEO description;Google Shopping / Google product category;Google Shopping / Gender;Google Shopping / Age group;Google Shopping / MPN;Google Shopping / AdWords Grouping;Google Shopping / AdWords labels;Google Shopping / Condition;Google Shopping / Custom product;Google Shopping / Custom label 0;Google Shopping / Custom label 1;Google Shopping / Custom label 2;Google Shopping / Custom label 3;Google Shopping / Custom label 4;HS Code
Dichtung für Seitenscheibe Rechts mit Nut für Zierleiste Passat 32 B Schrägheck OE Ref. 321845322D;dichtung-f-r-seitenscheibe-rechts-mit-nut-f-r-zierleiste-passat-32-b-schr-gheck-oe-ref-321845322d;Angeboten wird eine neue Dichtung für die Seitenscheibe mit Nut für Zierleiste, Montage Rechts. Passend für Passat 32 B Schrägheck. Neuware in Top Zustand;Volkswagen Classic Parts;;;;TRUE;active;102081;;;;;;;;54.95;58.49;32.35;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/3b/04/62/321845322D_18RtoHVmnDZQZX.jpg;1;;;FALSE;Dichtung für Seitenscheibe Rechts mit Nut für Zierleiste Passat 32 ...;Angeboten wird eine neue Dichtung für die Seitenscheibe mit Nut für Zierleiste, Montage Rechts. Passend für Passat 32 B Schrägheck. Neuware in Top Zustand;;;;00-321845322D;;;new;FALSE;;;;;;87089997
Dichtung für Seitenscheibe rechts Passat 32 B Schrägheck OE Ref. 321845322C;dichtung-f-r-seitenscheibe-rechts-passat-32-b-schr-gheck-oe-ref-321845322c;Dichtung für die Seitenscheibe, Montage rechts. Passend für Passat 32 B Schrägheck.;Volkswagen Classic Parts;;;;TRUE;active;102082;;;;;;;;54.95;0.0;32.35;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/55/37/aa/321845322C_1CMYdrkysnMp9O.jpg;1;;;FALSE;Dichtung für Seitenscheibe rechts Passat 32 B Schrägheck OE Ref. 32...;Angeboten wird eine neue Dichtung für die Seitenscheibe, Montage rechts. Passend für Passat 32 B Schrägheck. Neuware in Top Zustand;;;;321845322C;;;new;FALSE;;;;;;87089997
Schalthebel für 4-Gang, Passat 1978 - 1988, OE Ref. 321711117A;schalthebel-f-r-4-gang-passat-1978-1988-oe-ref-321711117a;Angeboten wird ein neuer Schalthebel für Viergang. Passend für Passat 1978 - 1988. Neuware in Top Zustand;Volkswagen Classic Parts;;;;TRUE;active;102123;;;;;;;;54.95;0.0;32.35;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/2a/99/01/321711117AYAs1nEBkrQHyQ.jpg;1;;;FALSE;Schalthebel für 4-Gang, Passat 1978 - 1988, OE Ref. 321711117A;Angeboten wird ein neuer Schalthebel für Viergang. Passend für Passat 1978 - 1988. Neuware in Top Zustand;;;;321711117A;;;new;FALSE;;;;;;87089997
Dichtung für Seitenscheibe, rechts, ohne Nut für Zierleiste, Jetta 2 OE Ref. 165845322;dichtung-f-r-seitenscheibe-rechts-ohne-nut-f-r-zierleiste-jetta-2-oe-ref-165845322;;Volkswagen Classic Parts;;;;TRUE;active;102126;;;;;;;;102.95;0.0;60.59;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/97/e4/9d/165845322_1PGOB8NcsfHJlh.jpg;1;;;FALSE;Dichtung für Seitenscheibe, rechts, ohne Nut für Zierleiste, Jetta ...;;;;;165845322;;;new;FALSE;;;;;;87089997
Dichtung für Seitenscheibe links mit Nut für Zierleiste Jetta 2 OE Ref. 165845321A;dichtung-f-r-seitenscheibe-links-mit-nut-f-r-zierleiste-jetta-2-oe-ref-165845321a;Angeboten wird eine neue Dichtung für die Seitenscheibe, Montage links. Passend für Jetta 2 mit Nut für Zierleiste.;Volkswagen Original Teile;;;;TRUE;active;102129;;;;;;;;96.95;0.0;48.23;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/f7/ef/61/165845321A_1IWyYV3f6Ff2re.jpg;1;;;FALSE;Dichtung für Seitenscheibe links mit Nut für Zierleiste Jetta 2 OE ...;Angeboten wird eine neue Dichtung für die Seitenscheibe, Montage links. Passend für Jetta 2 mit Nut für Zierleiste. Neuware in Top Zustand;;;;165845321A;;;new;FALSE;;;;;;87089997
Dichtung für Seitenscheibe rechts mit Nut für Zierleiste Jetta 2 OE Ref. 165845322A;dichtung-f-r-seitenscheibe-rechts-mit-nut-f-r-zierleiste-jetta-2-oe-ref-165845322a;Dichtung für die Seitenscheibe, Montage rechts .Passend für Jetta 2 mit Nut für Zierleiste.;Volkswagen Original Teile;;;;TRUE;active;102130;;;;;;;;96.95;0.0;48.23;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/89/d2/67/165845322A_1okywDNL0YJLPP.jpg;1;;;FALSE;Dichtung für Seitenscheibe rechts mit Nut für Zierleiste Jetta 2 OE...;Angeboten wird eine neue Dichtung für die Seitenscheibe, Montage rechts .Passend für Jetta 2 mit Nut für Zierleiste. Neuware in Top Zustand;;;;165845322A;;;new;FALSE;;;;;;87089997
Wischwasserbehälter, Passat 82-88 Variant, Einbauort Kofferraum, OE Ref. 331955453C;wischwasserbeh-lter-passat-82-88-variant-einbauort-kofferraum-oe-ref-331955453c;Wischwasserbehälter Passat 82-88 Variant Einbauort Kofferraum;Volkswagen Classic Parts;;;;TRUE;active;102143;;;;;;;;31.49;0.0;18.52;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0c/bf/90/331955453C_1.jpg;1;;;FALSE;Wischwasserbehälter, Passat 82-88 Variant, Einbauort Kofferraum, OE...;Wischwasserbehälter Passat 82-88 Variant Einbauort Kofferraum;;;;331955453C;;;new;FALSE;;;;;;87089997
Schaltstange für Passat 32 B OE Ref. 811711155D;schaltstange-f-r-passat-32-b-oe-ref-811711155d;;Volkswagen Classic Parts;;;;TRUE;active;102152;;;;;;;;56.95;0.0;33.52;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/26/af/55/811711155D_1rJvHutHAb9khK.jpg;1;;;FALSE;Schaltstange für Passat 32 B OE Ref. 811711155D;;;;;811711155D;;;new;FALSE;;;;;;87089997
Schaltfinger für Passat Bj. 1973-1988 OE Ref. 811711451A;schaltfinger-f-r-passat-bj-1973-1988-oe-ref-811711451a;Angeboten wird ein neuer Schaltfinger. Passend für Passat Bj. 1973-1988 Neuware in Top Zustand;Volkswagen Classic Parts;;;;TRUE;active;102153;;;;;;;;34.95;0.0;20.58;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/fb/62/67/811711451AyLF7iJQsWOMVr.jpg;1;;;FALSE;Schaltfinger für Passat Bj. 1973-1988 OE Ref. 811711451A;Angeboten wird ein neuer Schaltfinger. Passend für Passat Bj. 1973-1988 Neuware in Top Zustand;;;;811711451A;;;new;FALSE;;;;;;87089997
Kühlerverkleidung unten für den Passat bis 1988 OE Ref. 823121225;k-hlerverkleidung-unten-f-r-den-passat-bis-1988-oe-ref-823121225;Angeboten wird eine neue Kühlerverkleidung unten. Passend für Passat bis 1988. Neuware in Top Zustand;Volkswagen Classic Parts;;;;TRUE;active;102156;;;;;;;;15.95;0.0;9.38;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/cc/c2/b8/823121225_1BtOi063G180zl.jpg;1;;;FALSE;Kühlerverkleidung unten für den Passat bis 1988 OE Ref. 823121225;Angeboten wird eine neue Kühlerverkleidung unten. Passend für Passat bis 1988. Neuware in Top Zustand;;;;823121225;;;new;FALSE;;;;;;87089997
Gutschein 75 Euro;gutschein-75-euro;Der Gutscheinwert Beträgt 75 Euro und kann nur im Online-Shop oder vor Ort eingelöst werden! Der Betrag kann nicht ausgezahlt werden! Nach Zahlungseingang erhältst du den Gutschein digital als PDF.Auf wunsch schicken wir dir den Gutschein in gedruckter Form zum verschenken per Post. Bitte kontaktiere uns dazu per E-Mail.;OldtimerWerk;;;;FALSE;draft;101812;;;;;;;;75.09;0.0;0.0;TRUE;;;;;;shopify;100;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/2b/0e/46/101810_01_49rcIIUNXrk30U.jpg;1;;;FALSE;Gutschein 75 Euro;Der Gutscheinwert Beträgt 75 Euro und kann nur im Online-Shop oder vor Ort eingelöst werden! Der Betrag kann nicht ausgezahlt werden!;;;;101812;;;new;FALSE;;;;;;87089997
Rollenführung für Schiebetür unten links T3 Bj. 79 bis 92 OE Ref. 252843405A;rollenf-hrung-f-r-schiebet-r-unten-links-t3-bj-79-bis-92-oe-ref-252843405a;Angeboten wird eine neue Rollenführung für die Schiebetür, Montage unten links. Passend für T3. Neuware in Top Zustand;Volkswagen Original Teile;;;;TRUE;active;101271;;;;;;;;116.95;0.0;62.36;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/92/1b/a2/101271_01_252843405A.jpg;1;;;FALSE;Rollenführung für Schiebetür unten links T3 Bj. 79 bis 92 OE Ref. 2...;Angeboten wird eine neue Rollenführung für die Schiebetür, Montage unten links. Passend für T3. Neuware in Top Zustand;;;;360-4015-41;;;new;FALSE;;;;;;87089997
Reparaturblech Ecke hinten Rechts Komplett T3 OE Ref. 251813368A;reparaturblech-ecke-hinten-rechts-komplett-t3-oe-ref-251813368a;;JP Classic Line;;;;TRUE;active;102440;5710412466862;;;;;;;315.95;0.0;218.24;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4e/ac/5b/102440_01_251813368ARD45i2x8Jlvku.jpg;1;;;FALSE;Reparaturblech Ecke hinten Rechts Komplett T3 OE Ref. 251813368A;;;;;1180600280Sperrg;;;new;FALSE;;;;;;87089997
Frontblech, Vorderwand-Mittelteil für luftgekühlten T3 OE Ref. 251805037;frontblech-vorderwand-mittelteil-f-r-luftgek-hlten-t3-oe-ref-251805037;;JP Classic Line;;;;TRUE;active;102443;5710412222123;;;;;;;139.95;0.0;82.5;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/60/6d/92/102443_01_251805037_1BkfmvGQBWW2lb.jpg;1;;;FALSE;Frontblech, Vorderwand-Mittelteil für luftgekühlten T3 OE Ref. 2518...;;;;;8180501300;;;new;FALSE;;;;;;87082990
Ausgleichsbehälter am Tank, Golf 2 & Co, OE Ref. 191201303A;ausgleichsbeh-lter-am-tank-golf-2-co-oe-ref-191201303a;;Volkswagen Original Teile;;;;TRUE;active;102697;;;;;;;;17.95;0.0;10.58;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/a4/61/af/102697_01_191201303A_1NGOEJTH8ZiEds.jpg|https://www.oldtimer-werk.de/media/image/0d/25/eb/U23r23nbenannt-1.jpg|https://www.oldtimer-werk.de/media/image/08/3e/b1/Unbe3d2nannt-2.jpg;1;;;FALSE;Ausgleichsbehälter am Tank, Golf 2 & Co, OE Ref. 191201303A;;;;;00-191201303A;;;new;FALSE;;;;;;87089997
Entlüftungsschlauch, Kurbelwellengehäuse Scirocco, MKB KR OE Ref. 027103221L;entl-ftungsschlauch-kurbelwellengeh-use-scirocco-mkb-kr-oe-ref-027103221l;;Volkswagen Original Teile;;;;TRUE;active;102705;;;;;;;;34.95;37.49;20.58;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e8/96/cd/102705_01_027103221L_1.jpg;1;;;FALSE;Entlüftungsschlauch, Kurbelwellengehäuse Scirocco, MKB KR OE Ref. 0...;;;;;00-027103221L;;;new;FALSE;;;;;;87089997
Kraftstoffrohr mit Rücklaufleitung, Golf 2 & Co, OE Ref. 051133699C;kraftstoffrohr-mit-r-cklaufleitung-golf-2-co-oe-ref-051133699c;;Volkswagen Original Teile;;;;TRUE;active;102706;;;;;;;;38.95;0.0;21.91;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c4/38/a0/102706_01_051133699C_1yyNF6zV67e3e4.jpg;1;;;FALSE;Kraftstoffrohr mit Rücklaufleitung, Golf 2 & Co, OE Ref. 051133699C;;;;;00-051133699C;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch, Golf 1 Cabrio Automatik, MKB JH, OE Ref. 155121611;k-hlwasserschlauch-golf-1-cabrio-automatik-mkb-jh-oe-ref-155121611;;Volkswagen Original Teile;;;;TRUE;active;102728;;;;;;;;115.49;0.0;67.94;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/02/47/7c/102727_01_155121611PGA4Jb84KAkBK.jpg;1;;;FALSE;Kühlwasserschlauch, Golf 1 Cabrio Automatik, MKB JH, OE Ref. 155121611;;;;;00-155121611;;;new;FALSE;;;;;;87089997
Ansaugschlauch Golf 2 &Co MKB RP OE Ref. 191129627R;ansaugschlauch-golf-2-co-mkb-rp-oe-ref-191129627r;;Volkswagen Original Teile;;;;TRUE;active;102729;;;;;;;;182.95;0.0;107.64;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/24/04/51/102729_01_191129627R_1afU6K1ec8LcN5.jpg;1;;;FALSE;Ansaugschlauch Golf 2 &Co MKB RP OE Ref. 191129627R;;;;;00-191129627R;;;new;FALSE;;;;;;87089997
Dichtung für Seitenscheibe hinten rechts Passat 32B Variant OE Ref. 331845342D;dichtung-f-r-seitenscheibe-hinten-rechts-passat-32b-variant-oe-ref-331845342d;;Volkswagen Original Teile;;;;TRUE;active;102752;;;;;;;;84.95;0.0;51.74;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/23/08/a3/102752_01_331845342DjeUX90VieGOtn.jpg;1;;;FALSE;Dichtung für Seitenscheibe hinten rechts Passat 32B Variant OE Ref....;;;;;00-331845342D;;;new;FALSE;;;;;;87089997
Schalter für elektrisches Schiebedach Passat 32b OE Ref. 321959855B;schalter-f-r-elektrisches-schiebedach-passat-32b-oe-ref-321959855b;;Volkswagen Original Teile;;;;TRUE;active;102756;;;;;;;;29.49;0.0;17.35;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/4a/7d/11/102756_01_321959855B4McbC7wA0QjWI.jpg;1;;;FALSE;Schalter für elektrisches Schiebedach Passat 32b OE Ref. 321959855B;;;;;00-321959855B;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch, Kühler Rücklauf nach Entlüfterventil, T3 1,9L bis Bj.1985, OE Ref. 025121062;k-hlwasserschlauch-k-hler-r-cklauf-nach-entl-fterventil-t3-1-9l-bis-bj-1985-oe-ref-025121062;Bis Fahrgestellnummer: 24-F-060 000;OldtimerWerk;;;;TRUE;active;102800;;;;;;;;29.95;0.0;7.65;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ef/ff/28/102800_01_025121062_1.jpg|https://www.oldtimer-werk.de/media/image/7c/71/bb/Unbenannt-1VayoxfmfdCSij.jpg|https://www.oldtimer-werk.de/media/image/a3/af/f9/Unbenannt-2tbAZzQgnOCHkT.jpg|https://www.oldtimer-werk.de/media/image/40/08/f4/Unbenannt-3F0hKI2LkumIWx.jpg;1;;;FALSE;Kühlwasserschlauch, Kühler Rücklauf nach Entlüfterventil, T3 1,9L b...;Bis Fahrgestellnummer: 24-F-060 000;;;;025-121-062;;;new;FALSE;;;;;;87089997
CO-Potentiometer mit Ansaugluft-Temperaturfühler G-Lader-Motoren Golf 2 und Polo OE Ref. 037906040B;co-potentiometer-mit-ansaugluft-temperaturf-hler-g-lader-motoren-golf-2-und-polo-oe-ref-037906040b;;Volkswagen Classic Parts;;;;TRUE;active;102832;;;;;;;;280.49;0.0;188.57;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/aa/27/66/102832_01_037906040B_1tS1TlKZATdT95.jpg;1;;;FALSE;CO-Potentiometer mit Ansaugluft-Temperaturfühler G-Lader-Motoren Go...;;;;;40-037906040B;;;new;FALSE;;;;;;87089997
Ölwanne für Passat OE Ref. 026103601;lwanne-f-r-passat-oe-ref-026103601;Angeboten wird eine neue Ölwanne für Passat. Neuware in Top Zustand.;JP Classic Line;;;;TRUE;active;100403;5710412049249;;;;;;;22.95;0.0;6.73;TRUE;;;;;;shopify;3;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ce/ac/4c/100403_01_026103601.jpg;1;;;FALSE;Ölwanne für Passat OE Ref. 026103601;Angeboten wird eine neue Ölwanne für Passat. Neuware in Top Zustand.;;;;1112900100;;;new;FALSE;;;;;;84099100
Ansaugschlauch zw. Luftfilter und Vergaser T3 MKB DG und SP OE Ref. 025129627D;ansaugschlauch-zw-luftfilter-und-vergaser-t3-mkb-dg-und-sp-oe-ref-025129627d;Angeboten wird ein neuer Ansaugschlauch zw. Luftfilter und Vergaser. Passend für T3 mit Motorkennbuchstabe DG und DF Neuware in Top Zustand;Volkswagen Original Teile;;;;TRUE;active;102841;;;;;;;;32.95;0.0;19.38;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/dd/15/d9/102841_01_025129627DMvEr5yPxu28Lr.jpg;1;;;FALSE;Ansaugschlauch zw. Luftfilter und Vergaser T3 MKB DG und SP OE Ref....;Angeboten wird ein neuer Ansaugschlauch zw. Luftfilter und Vergaser. Passend für T3 mit Motorkennbuchstabe DG und DF Neuware in Top Zustand;;;;00-025129627D;;;new;FALSE;;;;;;87089997
Dichtung für Vergaser Deckel Golf 1 &Co für 31 PICT-5 und 34 PICT-5 OE Ref. 052129281;dichtung-f-r-vergaser-deckel-golf-1-co-f-r-31-pict-5-und-34-pict-5-oe-ref-052129281;Bitte vor der Bestellung die Bauform der Dichtung vergleichen. Alternativartikel ist 102868;OldtimerWerk;;;;TRUE;active;102869;;;;;;;;4.95;0.0;2.74;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/d1/5c/38/102869_01_052129281.jpg;1;;;FALSE;Dichtung für Vergaser Deckel Golf 1 &Co für 31 PICT-5 und 34 PICT-5...;Bitte vor der Bestellung die Bauform der Dichtung vergleichen. Alternativartikel ist 102868;;;;020-1359-22;;;new;FALSE;;;;;;87089997
Kühlwasserrohr, doppeltes Wasserrohr 1,9L und 2,1L T3 Syncro, OE Ref. 251121064;k-hlwasserrohr-doppeltes-wasserrohr-1-9l-und-2-1l-t3-syncro-oe-ref-251121064;;JP Classic Line;;;;TRUE;active;102890;5710412686321;;;;;;;109.95;0.0;68.59;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/a1/15/1c/102890_01_251121064u1201M7rnIMjl.jpg;1;;;FALSE;Kühlwasserrohr, doppeltes Wasserrohr 1,9L und 2,1L T3 Syncro, OE Re...;;;;;1114403900;;;new;FALSE;;;;;;73043982
Schriftzug VOLKSWAGEN für Passat 32B OE Ref. 325853685;schriftzug-volkswagen-f-r-passat-32b-oe-ref-325853685;;Volkswagen Original Teile;;;;TRUE;active;103130;;;;;;;;18.95;0.0;11.15;TRUE;;;;;;shopify;30;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/eb/e3/d2/103130_01_325853685.jpg;1;;;FALSE;Schriftzug VOLKSWAGEN für Passat 32B OE Ref. 325853685;;;;;00-325853685;;;new;FALSE;;;;;;87089997
Tür, Steg, Dreiecksscheibe, rechts, Golf 2, OE.Ref. 191837410;t-r-steg-dreiecksscheibe-rechts-golf-2-oe-ref-191837410;;Volkswagen Original Teile;;;;TRUE;active;103126;;;;;;;;34.95;0.0;20.58;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/2a/9b/29/103126_01_191837410.jpg|https://www.oldtimer-werk.de/media/image/d6/1e/a9/U1241nbenannt-1.jpg|https://www.oldtimer-werk.de/media/image/53/26/01/Un1enannt-1.jpg|https://www.oldtimer-werk.de/media/image/1d/03/74/Unbewfqnannt-1.jpg;1;;;FALSE;Tür, Steg, Dreiecksscheibe, rechts, Golf 2, OE.Ref. 191837410;;;;;191837410;;;new;FALSE;;;;;;87089997
Aufnahme für Dichtkappe der Lenksäule T3 OE Ref. 251419779;aufnahme-f-r-dichtkappe-der-lenks-ule-t3-oe-ref-251419779;;Volkswagen Original Teile;;;;TRUE;active;103266;;;;;;;;5.59;0.0;2.17;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/7d/33/3f/103266_01_251419779pZrRohw4KSvPg.jpg;1;;;FALSE;Aufnahme für Dichtkappe der Lenksäule T3 OE Ref. 251419779;;;;;00-251419779;;;new;FALSE;;;;;;87089997
Ansaugschlauch für 2,1L T3 Syncro OE Ref. 025129627H;ansaugschlauch-f-r-2-1l-t3-syncro-oe-ref-025129627h;;JP Classic Line;;;;TRUE;active;103378;5714670001766;;;;;;;81.95;0.0;61.64;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/dc/f3/2e/103378_01_025129627H.jpg;1;;;FALSE;Ansaugschlauch für 2,1L T3 Syncro OE Ref. 025129627H;;;;;1115303100;;;new;FALSE;;;;;;40069000
Kühlwasserschlauch rechtwinkliges Stück am Zylinkopf links T3 2,1L mit Klima OE Ref. 025121058M;k-hlwasserschlauch-rechtwinkliges-st-ck-am-zylinkopf-links-t3-2-1l-mit-klima-oe-ref-025121058m;Angeboten wird ein neuer Kühlwasserschlauch. Rechtwinkliges Stück am Zylinkopf links. Passend für T3 mit 2,1L Hubraum ab Baujahr 08/1986 mit Klima. Neuware in Top Zustand.;JP Classic Line;;;;TRUE;active;100796;;;;;;;;34.95;0.0;15.7;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/09/43/19/100796_01_025121058M2lGKCo7fUGOUl.jpg;1;;;FALSE;Kühlwasserschlauch rechtwinkliges Stück am Zylinkopf links T3 2,1L ...;Angeboten wird ein neuer Kühlwasserschlauch. Rechtwinkliges Stück am Zylinkopf links. Passend für T3 mit 2,1L Hubraum ab Baujahr 08/1986 mit Klima. Neuware in Top Zustand.;;;;025121058M;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch vom hinteren Rohr zum Vergaser T3 Syncro 1.9L ab Bj. 08/85 OE Ref. 025121060A;k-hlwasserschlauch-vom-hinteren-rohr-zum-vergaser-t3-syncro-1-9l-ab-bj-08-85-oe-ref-025121060a;Angeboten wird ein neuer Kühlwasserschlauch, Montage vom hinteren Rohr zum Vergaser.Passend für T3 Syncro 1.9L ab Bj. 08/85. Neuware in Top Zustand;JP Classic Line;;;;TRUE;active;101259;5714670432102;;;;;;;12.95;0.0;4.1;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/56/bb/30/101259_01_025121060A_1mcmcJlUfDTowL.jpg;1;;;FALSE;Kühlwasserschlauch vom hinteren Rohr zum Vergaser T3 Syncro 1.9L ab...;Angeboten wird ein neuer Kühlwasserschlauch, Montage vom hinteren Rohr zum Vergaser.Passend für T3 Syncro 1.9L ab Bj. 08/85. Neuware in Top Zustand;;;;307-4050-44Z0001;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch, Kühler Rücklauf zu Entlüfterventil, T3 1,9L bis Bj.1985, OE Ref. 025121062C;k-hlwasserschlauch-k-hler-r-cklauf-zu-entl-fterventil-t3-1-9l-bis-bj-1985-oe-ref-025121062c;Ab Fahrgestellnummer: F24F-060001;OldtimerWerk;;;;TRUE;active;102799;;;;;;;;21.95;0.0;9.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/48/b8/24/102799_01_025121062C_1.jpg|https://www.oldtimer-werk.de/media/image/bb/5b/ed/Unbenannt-2O4ajlivD3r71B.jpg|https://www.oldtimer-werk.de/media/image/ac/1c/a0/Unbenannt-4.jpg|https://www.oldtimer-werk.de/media/image/8f/11/54/Unbenannt-56JpO5wyWxzLuq.jpg;1;;;FALSE;Kühlwasserschlauch, Kühler Rücklauf zu Entlüfterventil, T3 1,9L bis...;Ab Fahrgestellnummer: F24F-060001;;;;121 025 062 C;;;new;FALSE;;;;;;87089997
Kühlwasserschlauch, Entlüfterventil nach Kühler Vorlauf, T3 1,9L bis Bj.1985, OE Ref. 025121102;k-hlwasserschlauch-entl-fterventil-nach-k-hler-vorlauf-t3-1-9l-bis-bj-1985-oe-ref-025121102;Für Fahrzeuge mit Werkseituge verbauten Metallkühlwasserrohren mit 32mm Durchmesser;Volkswagen Classic Parts;;;;TRUE;active;102815;;;;;;;;55.0;68.49;40.29;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/6e/92/f9/102815_01_025121102TDY2gNDJrVGs2.jpg;1;;;FALSE;Kühlwasserschlauch, Entlüfterventil nach Kühler Vorlauf, T3 1,9L bi...;Für Fahrzeuge mit Werkseituge verbauten Metallkühlwasserrohren mit 32mm Durchmesser;;;;40-025121102;;;new;FALSE;;;;;;87089997
Wischerwelle mit Lager links, Passat 32B, OE Ref. 321955215B;wischerwelle-mit-lager-links-passat-32b-oe-ref-321955215b;;Volkswagen Original Teile;;;;TRUE;active;103514;;;;;;;;34.95;0.0;20.58;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c6/a9/6a/Bildschirmfoto-2025-09-05-um-12-43-53.png;1;;;FALSE;Wischerwelle mit Lager links, Passat 32B, OE Ref. 321955215B;;;;;00-321955215B;;;new;FALSE;;;;;;87089997
Antriebsstange für Wischerwelle links Passat 32B OE Ref. 321955325;antriebsstange-f-r-wischerwelle-links-passat-32b-oe-ref-321955325;;Volkswagen Original Teile;;;;TRUE;active;103516;;;;;;;;9.95;0.0;5.87;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ca/68/ee/103516_01_321955325.jpg;1;;;FALSE;Antriebsstange für Wischerwelle links Passat 32B OE Ref. 321955325;;;;;00-321955325;;;new;FALSE;;;;;;87089997
Rohr für Ölmessstab T3 2,0L Benziner bis Bj. 12/82 OE Ref. 071115609;rohr-f-r-lmessstab-t3-2-0l-benziner-bis-bj-12-82-oe-ref-071115609;;JP Classic Line;;;;TRUE;active;103544;5714670011949;;;;;;;45.95;0.0;27.17;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c8/9c/ec/103544_01_071115609.jpg;1;;;FALSE;Rohr für Ölmessstab T3 2,0L Benziner bis Bj. 12/82 OE Ref. 071115609;;;;;1113252000;;;new;FALSE;;;;;;73043982
